iter	MultiClass:use_weights=false	MultiClass
0	0.6475805671	0.6494449542
1	0.6021441208	0.6064413175
2	0.5556617061	0.5586485213
3	0.5176400411	0.5212302766
4	0.496363365	0.4959951017
5	0.4650060091	0.4650058598
6	0.4427575323	0.4417228038
7	0.4276659684	0.4262509893
8	0.4067359953	0.4053682652
9	0.3887309524	0.3896532497
10	0.3774328872	0.3778184245
11	0.3622358288	0.3627363864
12	0.3533883036	0.3533926282
13	0.3365460441	0.3377416832
14	0.3285498617	0.3289574181
15	0.3189350245	0.3193403119
16	0.3103261169	0.310420732
17	0.2991498878	0.300124461
18	0.2868053721	0.2861175111
19	0.277706585	0.2775719114
20	0.2715349059	0.270529855
21	0.2651999105	0.2636603706
22	0.2596167987	0.2580388539
23	0.2556124645	0.2526047018
24	0.2498624866	0.2469588325
25	0.2442431058	0.2412956975
26	0.2399358603	0.2366088449
27	0.2361911964	0.231128221
28	0.2320293337	0.2270645528
29	0.2264261815	0.2223610287
30	0.2218405582	0.2175948575
31	0.2170495076	0.2126138389
32	0.2137357545	0.209648447
33	0.2073564112	0.2043402698
34	0.2025923723	0.1995238895
35	0.1974863468	0.1945055031
36	0.1929999493	0.1894863885
37	0.1877384594	0.1848042366
38	0.1847565727	0.181397933
39	0.1812401136	0.1770132413
40	0.1793620458	0.1753281489
41	0.1758820961	0.1713833314
42	0.1720842356	0.1670475787
43	0.1671367355	0.1623243124
44	0.1651827781	0.1607984453
45	0.1633443659	0.1587015068
46	0.1588659691	0.1547147064
47	0.1539856392	0.1505593055
48	0.1512407954	0.1482182071
49	0.1492036893	0.146145139
50	0.1479342703	0.1449236235
51	0.143769015	0.1409874852
52	0.1408013937	0.1378139747
53	0.1383692226	0.1355774862
54	0.1353388351	0.1325462134
55	0.1338214822	0.1307335942
56	0.1322868083	0.1290206445
57	0.1288123328	0.1257761147
58	0.1273751444	0.1245266686
59	0.1250394255	0.1219299198
60	0.1228290033	0.1200176603
61	0.119531039	0.116757631
62	0.1156471489	0.1132227793
63	0.114134869	0.1116941866
64	0.1113016035	0.1090624225
65	0.1092154457	0.1064792896
66	0.1085789685	0.105695424
67	0.104455124	0.1016957297
68	0.1027167497	0.09984805957
69	0.100416706	0.09785590519
70	0.09932924161	0.0966209942
71	0.09730507851	0.09468268501
72	0.09496888792	0.09233959586
73	0.09390113416	0.09133294866
74	0.0923728443	0.08988691472
75	0.09171722891	0.08927171063
76	0.08902432071	0.08671608375
77	0.08829460425	0.08597359
78	0.08678712346	0.08454635085
79	0.08541592095	0.08337579993
80	0.08358117953	0.08175896797
81	0.08232367943	0.08032191227
82	0.08161491626	0.07971207939
83	0.08091547271	0.07911767977
84	0.08003259067	0.07815317126
85	0.07922432776	0.07724782135
86	0.07883419198	0.07680635196
87	0.07746738205	0.0756614917
88	0.07682108956	0.07527962126
89	0.07582194309	0.07440370564
90	0.07469757785	0.07367673363
91	0.07404144026	0.07302675499
92	0.07291818097	0.0719831397
93	0.07181754668	0.07088111936
94	0.07051635801	0.06972550916
95	0.06961759904	0.06875398314
96	0.06851703299	0.06761847825
97	0.06776668717	0.06647924356
98	0.06676132182	0.06529983792
99	0.06548238932	0.0641194226
100	0.06475058999	0.06345491251
101	0.06359345314	0.0622083176
102	0.06291964314	0.06157595923
103	0.06226161117	0.06107341458
104	0.06195302837	0.06084131319
105	0.06147602694	0.06024067203
106	0.0610856491	0.05989484984
107	0.06036521649	0.0588480889
108	0.05976423115	0.05832655195
109	0.05875337077	0.05758195261
110	0.05781086324	0.05628125854
111	0.0570499042	0.05532269316
112	0.05571620475	0.0542186312
113	0.05486645202	0.05347033748
114	0.05384152301	0.05261989686
115	0.05321831768	0.05193979198
116	0.05289453812	0.05162299496
117	0.05233341007	0.05102882283
118	0.05148549693	0.05039896841
119	0.05102066473	0.0498098263
120	0.0503286117	0.04920039067
121	0.04952721316	0.04865401675
122	0.04897573237	0.04813047502
123	0.04825589586	0.04749083764
124	0.04785745627	0.04717868349
125	0.04726657584	0.04656750154
126	0.04621704641	0.0456818135
127	0.04603180039	0.04538001785
128	0.04553011673	0.04477902127
129	0.04510932068	0.04432464687
130	0.04466667763	0.04401171053
131	0.0443545544	0.0436389245
132	0.04371715415	0.04305407828
133	0.04311188739	0.04239629446
134	0.04241624247	0.04152992476
135	0.04173021305	0.04106126395
136	0.04120122072	0.04067910556
137	0.0407171885	0.04019723886
138	0.04028825334	0.03989612281
139	0.03956045967	0.03931293784
140	0.03905350983	0.03884951604
141	0.03882446775	0.03848420077
142	0.0381897465	0.03793427821
143	0.03736451973	0.03731508186
144	0.03731732195	0.03716690851
145	0.03729813845	0.03699312432
146	0.03690755954	0.03662023053
147	0.03660846128	0.03623229713
148	0.03634285429	0.03589673362
149	0.03593191009	0.03561979758
150	0.03566602647	0.0353598873
151	0.03568697106	0.03526752056
152	0.03513512169	0.03461751159
153	0.03474746598	0.03421939096
154	0.03456665266	0.03393298458
155	0.034370011	0.03380364533
156	0.03417527214	0.03357671732
157	0.03389278502	0.03318117525
158	0.03343320841	0.03278519176
159	0.03318203531	0.03246531783
160	0.03280828489	0.03217244847
161	0.03232564223	0.0316265033
162	0.03191761042	0.03128865342
163	0.03164141136	0.03085985135
164	0.03149819786	0.0307724259
165	0.03129636881	0.03057279899
166	0.03094377091	0.03012652277
167	0.0307011692	0.02991534386
168	0.03042089839	0.02970253275
169	0.03014316105	0.02950286674
170	0.03011511143	0.02948625439
171	0.02986296645	0.02925209063
172	0.02980944072	0.02914753707
173	0.02959673256	0.02875998946
174	0.02919976273	0.02856649476
175	0.02898648209	0.02838258744
176	0.02893209987	0.02826966905
177	0.02862547483	0.02789842773
178	0.02828095107	0.02748726266
179	0.02800594419	0.02729510335
180	0.02775674358	0.02704450847
181	0.0276769911	0.02692059064
182	0.02745862226	0.02668081835
183	0.02728473422	0.02646269518
184	0.02708422786	0.0262741097
185	0.02677406113	0.02606448032
186	0.02632365798	0.02577858071
187	0.02606954246	0.02557636208
188	0.02597634728	0.02550628773
189	0.02574702318	0.02522432601
190	0.0255868093	0.02509128808
191	0.02529299248	0.0246913356
192	0.02532096258	0.0246498792
193	0.02514921884	0.02445143959
194	0.02483356282	0.02406413342
195	0.02442482467	0.02369521367
196	0.02422748671	0.0235609791
197	0.02403773019	0.02346713697
198	0.02390666691	0.0233014031
199	0.02382317308	0.02321190309
200	0.02371756657	0.02317698482
201	0.02349721199	0.0229784973
202	0.02318800739	0.02272493263
203	0.02292212272	0.02244147612
204	0.02275499644	0.02232098081
205	0.0226793393	0.02221454407
206	0.02259645485	0.02217031267
207	0.02234436091	0.02193495522
208	0.0220130662	0.02174437698
209	0.02187420499	0.02158450308
210	0.02179231935	0.02150828658
211	0.02157391053	0.02135064004
212	0.02144906826	0.02126091659
213	0.02122201872	0.02101704383
214	0.0210295285	0.02086389476
215	0.02094616149	0.02078183288
216	0.0209075383	0.02065296051
217	0.02078821298	0.02053022481
218	0.02061037134	0.02034322312
219	0.02034261962	0.02013455534
220	0.02023885472	0.02003492045
221	0.02004661523	0.01980865424
222	0.01989113025	0.01970404009
223	0.01982422871	0.0195918922
224	0.01950377299	0.0192943929
225	0.01949368611	0.01924975598
226	0.0192953852	0.01913115401
227	0.01915081682	0.01891657542
228	0.01907715897	0.01885778553
229	0.01901477023	0.01877975879
230	0.01897317499	0.01867218472
231	0.01884843877	0.01856179056
232	0.01875772869	0.01849288626
233	0.01876602879	0.01845693597
234	0.01851302557	0.0182149307
235	0.01832489132	0.01800700305
236	0.01821553837	0.0179245876
237	0.01815497138	0.01787905632
238	0.01807728872	0.01782232433
239	0.01801150592	0.01771361811
240	0.01778056245	0.01746078448
241	0.01776772557	0.01742696774
242	0.01755829571	0.01729430772
243	0.01744084992	0.01716652029
244	0.01729271204	0.01702548266
245	0.01727060253	0.01693035093
246	0.01714485915	0.01682523735
247	0.01712963752	0.01681974079
248	0.01692729756	0.01670027487
249	0.01674520776	0.01656724726
250	0.01666288603	0.01645728211
251	0.01650997551	0.01635443723
252	0.0163153091	0.01612591233
253	0.01624251025	0.01594182643
254	0.01620438477	0.01587313205
255	0.01608708328	0.01577546064
256	0.01605863746	0.01569416908
257	0.0159744769	0.01557430052
258	0.01589559386	0.01553894701
259	0.01579876824	0.0154232324
260	0.01571900892	0.01537690909
261	0.01561043186	0.01526720724
262	0.01549612297	0.01516839372
263	0.01543666969	0.01512685979
264	0.01540815137	0.01507417828
265	0.01538517103	0.01504226965
266	0.01530027989	0.01496658161
267	0.01518784357	0.01490201925
268	0.01514731918	0.0147894558
269	0.01515437342	0.01477671261
270	0.01514047588	0.01474115129
271	0.01507406718	0.01466635164
272	0.01497997533	0.01461992037
273	0.01491087315	0.01455075636
274	0.01484584758	0.01444216332
275	0.01472285905	0.0143169179
276	0.01465827356	0.01416988151
277	0.01457324113	0.01411289644
278	0.01445239936	0.01401444307
279	0.01442946391	0.01394533865
280	0.01435209565	0.01389258674
281	0.01418404687	0.01370799076
282	0.01412398866	0.01368854051
283	0.01404913071	0.01366458229
284	0.01395384628	0.01354781293
285	0.01387300092	0.01347410703
286	0.01384770682	0.0134680632
287	0.01376319003	0.01337371621
288	0.01373834476	0.01335433427
289	0.01371883859	0.0133034399
290	0.01363796338	0.01327050454
291	0.01360912871	0.01325949448
292	0.01348517476	0.01315279717
293	0.01347739376	0.01314880505
294	0.01342992064	0.01310664025
295	0.01337772176	0.013041597
296	0.0132640498	0.01295142678
297	0.01326756482	0.01294430783
298	0.01326303134	0.01294120848
299	0.01317301104	0.01289080205
300	0.01307684714	0.01283253748
301	0.01295555043	0.01272840429
302	0.01288173602	0.01267578028
303	0.01285617655	0.01263148931
304	0.01283573605	0.01261895827
305	0.01274384962	0.01256421716
306	0.0127101303	0.01249167354
307	0.01263969129	0.01244595005
308	0.01262834428	0.01243344205
309	0.01255547386	0.01233549106
310	0.01255257727	0.01225955394
311	0.01252964715	0.01223180564
312	0.0125316976	0.01220910927
313	0.01243917669	0.0120957635
314	0.01238564176	0.01206635213
315	0.0123836488	0.0120627014
316	0.01234400595	0.01203642697
317	0.01234102355	0.01202366261
318	0.01231140604	0.01198663991
319	0.01228564385	0.01198094841
320	0.01228352331	0.01193460501
321	0.012258313	0.01192828825
322	0.01223168386	0.01192196285
323	0.01222114807	0.01188256293
324	0.01212238093	0.01180736813
325	0.01201012618	0.01174091121
326	0.01203063985	0.01171754502
327	0.01191875563	0.01163766103
328	0.01190787865	0.01159816581
329	0.01188951313	0.01155460132
330	0.01185224474	0.01151409867
331	0.01175880863	0.01144430171
332	0.01171169795	0.01141838011
333	0.01170635822	0.01141353781
334	0.01161390192	0.01134222669
335	0.01150718171	0.01128949504
336	0.01145325583	0.01124061153
337	0.01139141517	0.01118764013
338	0.01137835863	0.01115732881
339	0.01133143002	0.01111185683
340	0.01132957841	0.01110693147
341	0.01126037445	0.01106636853
342	0.01120333849	0.01100868997
343	0.0111684299	0.01096522489
344	0.01110168773	0.01093561592
345	0.01104034878	0.01088091613
346	0.01100090939	0.01085253757
347	0.0109516415	0.01080918469
348	0.01094376762	0.01078368236
349	0.01096186778	0.01077444416
350	0.01089491132	0.01069773041
351	0.01081721705	0.01064983857
352	0.01078846224	0.01061798042
353	0.01072461796	0.01055901133
354	0.01070040971	0.01051457299
355	0.01066322728	0.0104819142
356	0.01063334483	0.01045830313
357	0.01065974287	0.01043408936
358	0.01061856782	0.01041749449
359	0.0105879836	0.01039447922
360	0.01052438522	0.0103490132
361	0.01053032819	0.01032548086
362	0.01053024953	0.01031354204
363	0.01043184389	0.01027257354
364	0.01038113681	0.01023197566
365	0.01026599035	0.01015752727
366	0.0102302474	0.01011318413
367	0.01018763234	0.01006153016
368	0.01012245244	0.0100146775
369	0.01008365713	0.009939440679
370	0.01001637974	0.009893736563
371	0.0100081966	0.009857012011
372	0.0099818165	0.009828399134
373	0.009915112894	0.009775123735
374	0.009869128944	0.009754613273
375	0.00981275524	0.009693359911
376	0.009824393079	0.00968507242
377	0.00978858642	0.00965336117
378	0.009777107817	0.00965050783
379	0.009671950526	0.009594856945
380	0.009681336133	0.009592076517
381	0.009648361306	0.009555742393
382	0.009604052263	0.009513775995
383	0.009606784974	0.00950356151
384	0.009582713532	0.009463322202
385	0.00954158841	0.009452789059
386	0.009519555201	0.009424748
387	0.009522051019	0.009418535373
388	0.00947705081	0.009368317905
389	0.009418139191	0.009314223008
390	0.009400934169	0.009272209856
391	0.009351468378	0.009213000543
392	0.009289443871	0.009151628193
393	0.009277605521	0.009117080627
394	0.009256460517	0.009075734447
395	0.009163097674	0.009018040285
396	0.00914297056	0.00898582005
397	0.009049181826	0.008897515286
398	0.009035597667	0.008878641991
399	0.008978957415	0.008856697246
400	0.008925789477	0.008822382735
401	0.008930675362	0.008820580373
402	0.008880223694	0.008798365294
403	0.008836947784	0.008766304951
404	0.008772085542	0.008713314374
405	0.008695327037	0.008649091168
406	0.008664720136	0.008623478051
407	0.008664759796	0.008613460087
408	0.008640822978	0.008600966957
409	0.008598549396	0.008572730605
410	0.008607763067	0.008563516562
411	0.008585775655	0.00854214261
412	0.008564775176	0.008534971891
413	0.008557153886	0.008514997558
414	0.008555385062	0.008512616478
415	0.00851275721	0.008485446045
416	0.008510415149	0.008471258572
417	0.008510713526	0.008466787646
418	0.0085034764	0.008462750152
419	0.008504934875	0.008459142199
420	0.008491207555	0.008435157775
421	0.008446231166	0.008417743172
422	0.008407320515	0.008371501328
423	0.008357450668	0.008328657672
424	0.008358122376	0.008322731251
425	0.008314421063	0.00829431015
426	0.008301729582	0.00827795569
427	0.008329334349	0.008263449637
428	0.008311793674	0.008207302026
429	0.008248351961	0.008137287065
430	0.008254364988	0.008130496634
431	0.008226777695	0.008116677825
432	0.008187595898	0.008087761488
433	0.008194140125	0.008064514409
434	0.008193819523	0.008043815568
435	0.00816173357	0.008010344848
436	0.008145993186	0.007999408134
437	0.008106041853	0.007962912754
438	0.008088797729	0.007930750993
439	0.008078321848	0.007916701699
440	0.008075038595	0.007903390063
441	0.008073410954	0.007895048368
442	0.008060678048	0.007878503927
443	0.00804939607	0.007870520369
444	0.007955803832	0.007802146905
445	0.007962420561	0.007785151573
446	0.00793615313	0.007763251785
447	0.00790836557	0.007749911836
448	0.007867514468	0.007714577798
449	0.007863999499	0.007710369497
450	0.007817817751	0.007673605917
451	0.007756929355	0.007623995143
452	0.007742583275	0.007615739103
453	0.007705196889	0.007598375792
454	0.007691350357	0.007587279404
455	0.007657211988	0.007550589875
456	0.007632695602	0.007517072593
457	0.007605901911	0.007510421807
458	0.007576908561	0.007481124391
459	0.007551486831	0.007446124875
460	0.007549192025	0.007426450216
461	0.007526354003	0.007397853535
462	0.007474484139	0.007361476542
463	0.007482084895	0.007339146153
464	0.007468506565	0.007325351702
465	0.007425714031	0.007295871297
466	0.007430390257	0.007292056776
467	0.007393254402	0.007257395813
468	0.007376960541	0.007224143149
469	0.007372362702	0.007217742642
470	0.00732385924	0.007187253966
471	0.007289074339	0.007166698277
472	0.007288224099	0.007145392664
473	0.0072861136	0.007131445468
474	0.007270158431	0.007125328129
475	0.007254349296	0.007103546563
476	0.007241226539	0.007053306627
477	0.007218574906	0.007046496839
478	0.007202969617	0.007043339213
479	0.00715711883	0.007002317765
480	0.007128329429	0.006992423325
481	0.007097175823	0.006971698443
482	0.007046067082	0.006939119261
483	0.006952373709	0.006860113594
484	0.006950870139	0.00685386769
485	0.006936732568	0.006834411428
486	0.006922109887	0.006820481445
487	0.006893012107	0.006786384878
488	0.006856755886	0.006765132318
489	0.00678826853	0.006727524696
490	0.00677881028	0.006720448055
491	0.006749534832	0.006704374304
492	0.006722038448	0.006695092731
493	0.006735749303	0.006686979842
494	0.006718294646	0.006665190535
495	0.006709833215	0.006654713057
496	0.006706554472	0.006649393099
497	0.006705904487	0.006644959092
498	0.006703827363	0.006621775387
499	0.006703951613	0.006613057629
500	0.00668079207	0.00659189513
501	0.006653695697	0.006559574561
502	0.006628237347	0.00652904463
503	0.006615550536	0.00651348255
504	0.006587693826	0.006490719523
505	0.006563400418	0.006454467084
506	0.006533544287	0.006427216782
507	0.006502501929	0.006402098365
508	0.00648362434	0.006378921834
509	0.006457034496	0.006361897669
510	0.006428636655	0.006332921314
511	0.006435086939	0.006329384963
512	0.006406802702	0.006316966685
513	0.006391780784	0.006299053357
514	0.00636160211	0.006267694761
